78068224,Rua Joaquim Manuel de Macedo,Santa Cruz,2836,13
78068226,Rua Olavo Bilac,Santa Cruz,2836,13
78068228,Rua Vinícius de Moraes,Santa Cruz,2836,13
78068230,Rua Augusto dos Anjos,Santa Cruz,2836,13
78068235,Rua Cruz e Souza,Santa Cruz,2836,13
78068240,Rua Euclides da Cunha,Santa Cruz,2836,13
78068245,Rua Cláudio Manoel da Costa,Santa Cruz,2836,13
78068250,Rua Guimarães Rosa,Santa Cruz,2836,13
78068260,Rua Gregório de Matos Guerra,Santa Cruz,2836,13
78068265,Rua Raul Pompéia,Santa Cruz,2836,13
78068270,Rua Raquel de Queiroz,Santa Cruz,2836,13
78068275,Rua Bernado Guimarães,Santa Cruz,2836,13
78068280,Rua Jorge Amado,Santa Cruz,2836,13
78068290,Rua Manuel Bandeira,Santa Cruz,2836,13
78068300,Rua Padre José de Anchieta,Santa Cruz,2836,13
78068305,"Avenida Archimedes Pereira Lima, lado ímpar",Santa Cruz,2836,13
78068310,Rua Aluízio Azevedo,Santa Cruz,2836,13
78068312,Rua Capistrano de Abreu,Santa Cruz,2836,13
78068314,Rua José Américo de Almeida,Santa Cruz,2836,13
78068320,Rua Carlos Drumond de Andrade,Santa Cruz,2836,13
78068322,Rua João Cabral de Melo Neto,Santa Cruz,2836,13
78068330,Rua Um (Residencial JK),Santa Cruz,2836,13
78068335,"Avenida Archimedes Pereira Lima, lado par",Santa Cruz,2836,13
78068340,Rua Dois (Residencial JK),Santa Cruz,2836,13
78068342,Rua Nove (Residencial JK),Santa Cruz,2836,13
78068344,Rua Quatro (Residencial JK),Santa Cruz,2836,13
78068346,Rua Sete (Residencial JK),Santa Cruz,2836,13
78068348,Rua Três (Residencial JK),Santa Cruz,2836,13
78068350,Rua Cinco (Residencial JK),Santa Cruz,2836,13
78068352,Rua Dez (Residencial JK),Santa Cruz,2836,13
78068354,Rua Oito (Residencial JK),Santa Cruz,2836,13
78068356,Rua Seis (Residencial JK),Santa Cruz,2836,13
78068365,Rua Coronel José Pereira Diniz,Boa Esperança,2836,13
78068370,Rua Trinta e Cinco,Boa Esperança,2836,13
78068375,Rua Sebastiana Paes de Barros,Boa Esperança,2836,13
78068380,Rua Vinte,Boa Esperança,2836,13
78068385,Rua Noêmia Evangelista Martins,Boa Esperança,2836,13
78068390,Rua José Villanova Torres,Boa Esperança,2836,13
78068401,Avenida Edgar Vieira,Boa Esperança,2836,13
78068405,Rua Doutor Luis Felipe Sabóia Ribeiro,Boa Esperança,2836,13
78068410,Rua Nove,Boa Esperança,2836,13
78068417,Rua Trinta e Seis,Boa Esperança,2836,13
78068421,Rua Trinta e Nove,Boa Esperança,2836,13
78068425,Rua Treze,Boa Esperança,2836,13
78068430,Rua Cinqüenta e Dois,Boa Esperança,2836,13
78068435,Rua Dezesseis,Boa Esperança,2836,13
78068440,Rua Cinqüenta e Um,Boa Esperança,2836,13
78068445,Rua Benedito Maciel da Cruz,Boa Esperança,2836,13
78068450,Rua Cinqüenta,Boa Esperança,2836,13
78068455,Rua Trinta e Três,Boa Esperança,2836,13
