78718098,Rua Minas Gerais,Vila São José,7881,13
78718100,Rua Pará,Vila São José,7881,13
78718102,Avenida Paraíba,Vila São José,7881,13
78718104,Avenida Paulino Oliveira,Vila São José,7881,13
78718106,Rua Ponta Porã,Vila São José,7881,13
78718108,Avenida Bahia,Vila São José,7881,13
78718110,Avenida Mato Grosso,Vila São José,7881,13
78718112,Avenida Sergipe,Vila São José,7881,13
78718114,Rua Alarico Cândido Tolentino de Barros,Vila São José,7881,13
78718116,Rua Epifânio Duarte,Vila São José,7881,13
78718130,Avenida Aeroporto,Vila Duarte,7881,13
78718132,Travessa Brasília,Vila Duarte,7881,13
78718136,Rua Minas Gerais,Vila Duarte,7881,13
78718138,Avenida Paraíba,Vila Duarte,7881,13
78718140,Avenida Paulino Oliveira,Vila Duarte,7881,13
78718142,Avenida Piauí,Vila Duarte,7881,13
78718144,Avenida Raimundo de Matos,Vila Duarte,7881,13
78718146,Avenida Bahia,Vila Duarte,7881,13
78718148,Avenida Mato Grosso,Vila Duarte,7881,13
78718150,Avenida Sergipe,Vila Duarte,7881,13
78719005,Rua Campo Limpo,Jardim Reis,7881,13
78719008,Rua Leonídio Luiz da Costa,Jardim Reis,7881,13
78719010,Rua Dois,Jardim Reis,7881,13
78719015,Rua Três,Jardim Reis,7881,13
78719020,Rua Quatro,Jardim Reis,7881,13
78719025,Rua Cinco,Jardim Reis,7881,13
78719030,Rua Sete,Jardim Reis,7881,13
78719035,Rua José Alexandre Soares,Jardim Reis,7881,13
78719040,Rua Agostinho de Figueiredo,Jardim Reis,7881,13
78719045,Rua Projetada,Jardim Reis,7881,13
78719050,Rua Orivaldo Francisco da Silva,Jardim Reis,7881,13
78720000,Avenida Bandeirantes,Vila Esperança,7881,13
78720002,Rua Francisco Félix,Vila Esperança,7881,13
78720004,Avenida Dom Osório,Vila Esperança,7881,13
78720006,Travessa Belarmino,Vila Esperança,7881,13
78720010,Rua José Pereira Siniz,Vila Esperança,7881,13
78720020,Avenida Tiradentes,Vila Esperança,7881,13
78720030,Rua Davi Fortunato de Souza,Vila Esperança,7881,13
78720040,Avenida Presidente Kennedy,Vila Esperança,7881,13
78720050,Rua João Ramos Pinto,Vila Esperança,7881,13
78720060,Rua Pará,Vila Esperança,7881,13
78720065,Avenida Raimundo de Matos,Vila Esperança,7881,13
78720072,Avenida João Ponce de Arruda,Vila Esperança,7881,13
78720080,Avenida Tiradentes,Loteamento Cellos,7881,13
78720081,Avenida João Ponce de Arruda,Loteamento Cellos,7881,13
78720082,Avenida Satiro P. Moreira de Castilho,Loteamento Cellos,7881,13
78720083,Avenida Raimundo de Matos,Loteamento Cellos,7881,13
78720084,Avenida Dom Osório,Loteamento Cellos,7881,13
78720085,Rua Dom Pedro II,Loteamento Cellos,7881,13
78720086,Rua Domingos de Lima,Loteamento Cellos,7881,13
78720087,Rua Pedro Ferrer,Loteamento Cellos,7881,13
78720088,Rua Pedro Guimarães,Loteamento Cellos,7881,13
78720089,Rua Augusto de Moraes,Loteamento Cellos,7881,13
78720090,Rua José Barriga,Loteamento Cellos,7881,13
78720091,Rua Francisco Félix,Loteamento Cellos,7881,13
78720092,Rua José Pereira Diniz,Loteamento Cellos,7881,13
78720093,Travessa Rafael Arcanjo Ribeiro,Loteamento Cellos,7881,13
78720095,Rua Projetada I,Loteamento Cellos,7881,13
78720101,Rua Domingos de Lima,Loteamento Cellos II,7881,13
78720102,Rua Dom Pedro II,Loteamento Cellos II,7881,13
78720103,Avenida João Ponce de Arruda,Loteamento Cellos II,7881,13
78720104,Travessa Leblon,Loteamento Cellos II,7881,13
78720105,Rua Dois Horizontes,Loteamento Cellos II,7881,13
78720106,Rua Pedro Ferrer,Loteamento Cellos II,7881,13
78720110,Avenida Governador Pedro Pedrossian,Vila Santa Catarina II Parte,7881,13
78720112,Rua Sete de Setembro,Vila Santa Catarina II Parte,7881,13
78720114,Avenida Quatro,Vila Santa Catarina II Parte,7881,13
78720116,Rua Dois de Outubro,Vila Santa Catarina II Parte,7881,13
78720125,Rua Projetada I,Vila Santa Catarina II Parte,7881,13
78720130,Avenida Bandeirantes,Vila Santa Catarina,7881,13
78720140,Rua Guanabara,Vila Santa Catarina,7881,13
78720150,Avenida Governador Pedro Pedrossian,Vila Santa Catarina,7881,13
78720160,Rua Sete de Setembro,Vila Santa Catarina,7881,13
78720170,Avenida Paraná,Vila Santa Catarina,7881,13
78720180,Rua Dois de Outubro,Vila Santa Catarina,7881,13
78720190,Avenida Manoel dos Santos Borges,Jardim Assunção,7881,13
78720198,Avenida Bandeirantes,Jardim Assunção,7881,13
78720200,Avenida Mato Grosso,Jardim Assunção,7881,13
78720210,Avenida Quatro,Jardim Assunção,7881,13
78720212,Rua Maria Jose Rodrigues de Oliveira,Jardim Assunção,7881,13
78720215,Rua Minas Gerais,Jardim Assunção,7881,13
78720220,Avenida Paraíba,Jardim Assunção,7881,13
78720225,Avenida Cinco,Jardim Assunção,7881,13
78720230,Avenida Maria de Lourdes Ribeiro,Jardim Assunção,7881,13
78720240,Avenida Maria Pereira dos Santos,Jardim Assunção,7881,13
78720250,Avenida Sergipe,Jardim Assunção,7881,13
78720260,Rua Corumbá,Jardim Marialva,7881,13
78720265,Avenida Paraíba,Jardim Marialva,7881,13
78720270,Rua Ponta Porã,Jardim Marialva,7881,13
78720272,Avenida João Ponce de Arruda,Jardim Marialva,7881,13
78720278,Avenida Mato Grosso,Jardim Marialva,7881,13
78720280,Avenida Bahia,Jardim Marialva,7881,13
78720296,Avenida Sergipe,Jardim Marialva,7881,13
78720340,Rua dos Jornalistas,Jardim Luz da Yara,7881,13
78720345,Avenida João XXIII,Jardim Luz da Yara,7881,13
78720355,Avenida dos Apostolos,Jardim Luz da Yara,7881,13
78720358,Rua Edgar de Souza,Jardim Luz da Yara,7881,13
78720360,Rua José Alves de Lima,Jardim Luz da Yara,7881,13
78720364,Rua dos Artistas,Jardim Luz da Yara,7881,13
78720368,Rua Oscar Martins,Jardim Luz da Yara,7881,13
78720370,Rua Joaquim Novaes,Jardim Luz da Yara,7881,13
78720390,Avenida São João,Jardim Luz da Yara,7881,13
78720400,Avenida Deputado Emanuel Pinheiro,Jardim Luz da Yara,7881,13
78720410,Rua Vicente Pereira de Abreu,Jardim Luz da Yara,7881,13
78720412,Rua Bahia,Vila Clarion,7881,13
78720414,Rua Belo Horizonte,Vila Clarion,7881,13
78720416,Rua Cuiabá,Vila Clarion,7881,13
78720418,Rua Francisco Marques de Souza,Vila Clarion,7881,13
78720420,Rua Padre Ezequiel Ramin,Vila Clarion,7881,13
78720422,Rua das Flores,Vila Clarion,7881,13
78720424,Avenida Goiás,Vila Clarion,7881,13
78720426,Rua João Paulo II,Vila Clarion,7881,13
78720428,Corredor Público,Vila Clarion,7881,13
78720430,Rua Seis,Vila Clarion,7881,13
78720435,Rua Amazonas,Vila Clarion,7881,13
78720436,Rua Olíria Lisboa de Freitas,Vila Clarion,7881,13
78720438,Rua Mato Grosso,Vila Clarion,7881,13
78720440,Avenida Bandeirantes,Jardim Modelo,7881,13
78720441,Rua C,Jardim Modelo,7881,13
78720442,Avenida João Ponce de Arruda,Jardim Modelo,7881,13
78720443,Avenida Deputado Emanoel Pinheiro,Jardim Modelo,7881,13
78720444,Rua Oscar Martins,Jardim Modelo,7881,13
78720445,Rua Geraldo José de Almeida,Jardim Modelo,7881,13
78720446,Rua Claudemiro Justino dos Anjos,Jardim Modelo,7881,13
78720447,Rua Filinto Müller,Jardim Modelo,7881,13
78720450,Rua Oscar Martins,Loteamento Esplanada,7881,13
78720451,Rua dos Artistas,Loteamento Esplanada,7881,13
